1,1,120.8,333.7,135.87,58.69999999999999,1,1,1.0
1,2,732.4,267.2,74.0,38.5,1,1,1.0
1,3,207.5,250.2,96.0,42.19999999999999,1,1,1.0
2,1,96.4,336.88,138.45,60.94999999999999,1,1,1.0
2,2,718.9,268.4,73.72000000000003,39.160000000000025,1,1,1.0
2,3,207.5,250.26,96.0,42.19999999999999,1,1,1.0
3,1,72.0,340.05,141.03,63.21999999999997,1,1,1.0
3,2,704.86,270.09,78.74000000000001,39.82000000000005,1,1,1.0
3,3,207.5,250.32,96.0,42.19999999999999,1,1,1.0
4,1,47.6,343.22,143.62,65.47999999999996,1,1,1.0
4,2,692.7,270.1,76.09999999999991,42.16999999999996,1,1,1.0
4,3,207.5,250.38,96.0,42.19999999999999,1,1,1.0
5,1,20.87,346.4,148.53,66.10000000000002,1,1,1.0
5,2,677.98,272.21,77.37,42.410000000000025,1,1,1.0
5,3,207.5,250.44,96.0,42.19999999999999,1,1,1.0
6,1,0.0,351.2,147.59,67.10000000000002,1,1,1.0
6,2,663.54,274.32,78.63,42.650000000000034,1,1,1.0
6,3,207.5,250.5,96.0,42.19999999999999,1,1,1.0
7,1,0.0,354.9,123.7,68.0,1,1,1.0
7,2,649.1,276.43,79.89999999999998,42.89999999999998,1,1,1.0
7,3,207.5,250.56,96.0,42.19999999999999,1,1,1.0
8,1,0.0,359.6,101.9,68.88,1,1,1.0
8,2,634.66,278.54,81.17000000000007,43.139999999999986,1,1,1.0
8,3,207.5,250.62,96.0,42.19999999999999,1,1,1.0
9,1,0.0,362.5,78.1,64.0,1,1,1.0
9,2,621.17,280.4,82.63,43.81,1,1,1.0
9,3,207.5,250.68,96.0,42.19999999999999,1,1,1.0
10,1,0.0,368.7,52.1,57.80000000000001,1,1,1.0
10,2,604.92,283.9,82.88,43.57000000000005,1,1,1.0
10,3,207.5,250.74,96.0,42.19999999999999,1,1,1.0
11,1,0.0,376.68,27.2,52.01999999999998,1,1,1.0
11,2,590.43,282.8,85.67000000000007,46.389999999999986,1,1,1.0
11,3,207.5,250.8,96.0,42.19999999999999,1,1,1.0
12,2,574.49,285.35,86.99000000000001,47.049999999999955,1,1,1.0
12,3,207.5,250.86,96.0,42.19999999999999,1,1,1.0
13,2,558.54,287.89,88.31000000000006,47.710000000000036,1,1,1.0
13,3,207.5,250.92,96.0,42.20000000000002,1,1,1.0
14,2,542.6,290.44,89.63,48.360000000000014,1,1,1.0
14,3,207.5,250.98,96.0,42.20000000000002,1,1,1.0
15,2,525.67,292.69,91.07000000000005,49.110000000000014,1,1,1.0
15,3,207.5,251.04,96.0,42.20000000000002,1,1,1.0
16,2,508.74,294.93,92.50999999999999,49.860000000000014,1,1,1.0
16,3,207.5,251.1,96.0,42.20000000000002,1,1,1.0
17,2,491.81,297.18,93.94999999999999,50.610000000000014,1,1,1.0
17,3,207.5,251.16,96.0,42.20000000000002,1,1,1.0
18,2,474.89,299.42,95.38,51.35999999999996,1,1,1.0
18,3,207.5,251.22,96.0,42.20000000000002,1,1,1.0
19,2,457.96,301.67,96.82,52.10999999999996,1,1,1.0
19,3,207.5,251.28,96.0,42.20000000000002,1,1,1.0
20,2,441.03,303.91,98.25999999999999,52.86999999999995,1,1,1.0
20,3,207.5,251.34,96.0,42.20000000000002,1,1,1.0
21,2,424.1,306.16,99.69999999999993,53.60999999999996,1,1,1.0
21,3,207.5,251.4,96.0,42.20000000000002,1,1,1.0
22,2,404.74,309.3,102.02999999999997,54.70999999999998,1,1,1.0
22,3,207.5,251.46,96.0,42.20000000000002,1,1,1.0
23,2,385.37,312.45,104.38,55.80000000000001,1,1,1.0
23,3,207.5,251.52,96.0,42.20000000000002,1,1,1.0
24,2,366.01,315.59,106.71000000000004,56.900000000000034,1,1,1.0
24,3,207.5,251.58,96.0,42.19999999999996,1,1,1.0
25,2,346.65,318.74,109.04000000000002,57.98000000000002,1,1,1.0
25,3,207.5,251.64,96.0,42.19999999999999,1,1,1.0
26,2,327.28,321.88,111.38000000000005,59.079999999999984,1,1,1.0
26,3,207.5,251.69,96.0,42.19999999999999,1,1,1.0
27,2,307.92,325.02,113.71999999999997,60.18000000000001,1,1,1.0
27,3,207.5,251.75,96.0,42.19999999999999,1,1,1.0
28,2,285.12,328.65,117.00999999999999,61.54000000000002,1,1,1.0
28,3,207.5,251.81,96.0,42.19999999999999,1,1,1.0
29,2,262.33,332.27,120.30000000000001,62.910000000000025,1,1,1.0
29,3,207.5,251.87,96.0,42.19999999999999,1,1,1.0
30,2,239.53,335.89,123.59,64.27000000000004,1,1,1.0
30,3,207.5,251.93,96.0,42.19999999999999,1,1,1.0
31,2,216.73,339.51,126.89000000000001,65.63999999999999,1,1,1.0
31,3,207.5,251.99,96.0,42.19999999999999,1,1,1.0
32,2,193.93,343.13,130.18,67.00999999999999,1,1,1.0
32,3,207.5,252.05,96.0,42.19999999999999,1,1,1.0
33,2,171.14,346.76,133.47000000000003,68.37,1,1,1.0
33,3,207.5,252.11,96.0,42.19999999999999,1,1,1.0
34,2,148.34,350.38,136.76000000000002,69.73000000000002,1,1,1.0
34,3,207.5,252.17,96.0,42.20000000000002,1,1,1.0
35,2,125.54,354.0,140.06,71.10000000000002,1,1,1.0
35,3,207.5,252.23,96.0,42.20000000000002,1,1,1.0
36,2,98.47,358.28,144.88,72.85000000000002,1,1,1.0
36,3,207.5,252.29,96.0,42.20000000000002,1,1,1.0
37,2,71.4,362.55,149.7,74.61000000000001,1,1,1.0
37,3,207.5,252.35,96.0,42.20000000000002,1,1,1.0
38,2,44.32,366.83,154.53,76.35000000000002,1,1,1.0
38,3,207.5,252.41,96.0,42.20000000000002,1,1,1.0
39,2,17.25,371.1,159.35,78.10999999999996,1,1,1.0
39,3,207.5,252.47,96.0,42.20000000000002,1,1,1.0
