1,1,54.8,61.3,121.96,61.7,1,1,1.0
1,2,0.0,13.0,17.8,29.700000000000003,1,1,1.0
1,3,309.9,0.44,401.1,112.76,1,1,1.0
1,4,91.9,0.0,233.46,62.79,1,1,1.0
2,1,35.29,57.5,119.69,60.75,1,1,1.0
2,2,0.0,17.0,10.4,25.5,1,1,1.0
2,3,309.3,0.44,401.7,112.76,1,1,1.0
2,4,91.82,0.0,233.47000000000003,62.79,1,1,1.0
3,1,15.77,53.7,117.42999999999999,59.8,1,1,1.0
3,2,0.0,17.0,3.9,25.5,1,1,1.0
3,3,309.01,0.44,401.70000000000005,112.76,1,1,1.0
3,4,91.75,0.0,233.45999999999998,62.79,1,1,1.0
4,1,4.0,51.45,109.7,57.5,1,1,1.0
4,3,308.71,0.44,401.7,112.76,1,1,1.0
4,4,91.67,0.0,233.46999999999997,62.79,1,1,1.0
5,1,0.24,49.2,92.96000000000001,55.2,1,1,1.0
5,3,308.28,0.44,401.11,112.76,1,1,1.0
5,4,91.6,0.0,233.46,62.79,1,1,1.0
6,1,0.12,46.36,75.17999999999999,54.239999999999995,1,1,1.0
6,3,307.84,0.44,400.52000000000004,112.76,1,1,1.0
6,4,91.52,0.0,233.47000000000003,62.79,1,1,1.0
7,1,0.0,43.52,58.3,53.279999999999994,1,1,1.0
7,3,307.4,0.44,399.93000000000006,112.76,1,1,1.0
7,4,91.45,0.0,233.46000000000004,62.79,1,1,1.0
8,1,0.0,42.86,41.3,47.22,1,1,1.0
8,3,306.4,0.44,399.90999999999997,112.76,1,1,1.0
8,4,91.37,0.0,233.45999999999998,62.79,1,1,1.0
9,1,0.0,43.19,27.2,41.150000000000006,1,1,1.0
9,3,305.23,0.44,399.9,112.76,1,1,1.0
9,4,91.29,0.0,233.46999999999997,62.79,1,1,1.0
10,1,0.0,43.52,13.1,35.07999999999999,1,1,1.0
10,3,305.23,0.44,399.9,111.86,1,1,1.0
10,4,91.22,0.0,233.46,62.79,1,1,1.0
11,5,873.2,182.43,86.79999999999995,86.17000000000002,1,1,1.0
11,3,305.23,0.44,399.9,110.96000000000001,1,1,1.0
11,4,91.14,0.0,233.47000000000003,62.79,1,1,1.0
12,5,823.7,174.9,136.29999999999995,88.20000000000002,1,1,1.0
12,3,305.23,0.44,399.9,110.96000000000001,1,1,1.0
12,4,91.38,0.0,233.23000000000002,63.6,1,1,1.0
13,5,779.5,160.2,180.5,102.90000000000003,1,1,1.0
13,3,305.23,0.44,399.9,110.96000000000001,1,1,1.0
13,4,91.34,0.0,232.98,63.48,1,1,1.0
14,5,736.37,151.8,223.63,121.80000000000001,1,1,1.0
14,3,305.23,0.44,399.9,110.96000000000001,1,1,1.0
14,4,91.3,0.0,232.74,63.35,1,1,1.0
15,5,699.81,144.98,260.19000000000005,118.16999999999999,1,1,1.0
15,6,0.0,165.47,32.82,72.74000000000001,1,1,1.0
15,3,305.23,0.44,399.9,110.96000000000001,1,1,1.0
15,4,91.26,0.0,232.5,63.23,1,1,1.0
16,5,658.4,138.17,268.9,114.53,1,1,1.0
16,6,0.0,166.1,50.5,76.4,1,1,1.0
16,3,305.23,0.44,399.64,111.05,1,1,1.0
16,4,91.22,0.0,232.25000000000003,63.1,1,1,1.0
17,5,621.5,131.35,260.0,110.5,1,1,1.0
17,6,0.0,166.1,72.6,102.79999999999998,1,1,1.0
17,3,305.23,0.44,399.38,111.13,1,1,1.0
17,4,91.18,0.0,232.01,62.98,1,1,1.0
18,5,584.6,124.53,251.10000000000002,106.47,1,1,1.0
18,6,0.0,166.3,95.15,114.55000000000001,1,1,1.0
18,3,305.23,0.44,399.12,111.22,1,1,1.0
18,4,91.14,0.0,231.77000000000004,62.85,1,1,1.0
19,5,550.8,117.72,243.95000000000005,103.22999999999999,1,1,1.0
19,6,0.0,172.8,117.7,120.0,1,1,1.0
19,3,305.23,0.44,398.86,111.31,1,1,1.0
19,4,91.1,0.0,231.53,62.73,1,1,1.0
20,5,517.0,110.9,236.79999999999995,100.0,1,1,1.0
20,6,0.0,181.7,140.8,125.10000000000002,1,1,1.0
20,3,305.23,0.44,398.6,111.39,1,1,1.0
20,4,91.06,0.0,231.27999999999997,62.6,1,1,1.0
21,5,486.36,105.4,224.64,96.85,1,1,1.0
21,6,0.0,189.32,170.0,131.2,1,1,1.0
21,3,305.23,0.44,398.34000000000003,111.48,1,1,1.0
21,4,91.02,0.0,231.04000000000002,62.48,1,1,1.0
22,5,455.71,99.9,220.29000000000002,93.69999999999999,1,1,1.0
22,6,0.0,198.76,199.2,137.31,1,1,1.0
22,3,305.23,0.44,398.06999999999994,111.57000000000001,1,1,1.0
22,4,90.98,0.0,230.79999999999995,62.35,1,1,1.0
23,5,426.2,96.1,213.64000000000004,91.51000000000002,1,1,1.0
23,6,14.3,208.2,214.1,143.42000000000002,1,1,1.0
23,3,305.23,0.44,397.80999999999995,111.65,1,1,1.0
23,4,90.94,0.0,230.55,62.23,1,1,1.0
24,5,399.83,92.3,206.99000000000007,89.32000000000001,1,1,1.0
24,6,31.42,216.5,228.47999999999996,154.8,1,1,1.0
24,3,305.23,0.44,397.54999999999995,111.74000000000001,1,1,1.0
24,4,90.9,0.0,230.30999999999997,62.1,1,1,1.0
25,5,375.6,88.5,198.0,87.13,1,1,1.0
25,6,59.5,225.38,237.2,162.72000000000003,1,1,1.0
25,3,305.23,0.44,397.28999999999996,111.83,1,1,1.0
25,4,91.23,0.0,230.07999999999998,61.76,1,1,1.0
26,5,354.2,84.7,185.40000000000003,81.8,1,1,1.0
26,6,85.16,237.71,252.73999999999998,173.39000000000001,1,1,1.0
26,3,305.23,0.44,397.03,111.92,1,1,1.0
26,4,91.32,0.0,229.82999999999998,61.41,1,1,1.0
27,5,332.15,80.9,180.13,80.1,1,1,1.0
27,6,111.0,247.55,281.75,187.49,1,1,1.0
27,3,305.23,0.44,396.77,112.0,1,1,1.0
27,4,91.41,0.0,229.59,61.07,1,1,1.0
28,5,308.83,77.1,174.87,78.44,1,1,1.0
28,6,142.35,262.23,295.25,198.87,1,1,1.0
28,3,305.23,0.44,397.22,111.94,1,1,1.0
28,4,91.69,0.0,229.33999999999997,60.72,1,1,1.0
29,5,289.45,73.3,169.60000000000002,76.78000000000002,1,1,1.0
29,6,172.8,276.92,321.02,214.32999999999998,1,1,1.0
29,7,913.2,188.31,46.799999999999955,65.35,1,1,1.0
29,3,305.23,0.44,397.65999999999997,111.88,1,1,1.0
29,4,91.97,0.0,229.1,60.38,1,1,1.0
30,5,270.07,69.5,164.32999999999998,75.12,1,1,1.0
30,6,210.51,291.6,346.79999999999995,229.79999999999995,1,1,1.0
30,7,863.66,172.05,96.34000000000003,77.42999999999998,1,1,1.0
